position,predictions,duration_m,pred/actual,diff,"diff, %",diff^2,stand.deviation,z score,,MSE=,35.9118664174
3993,1.85,2.53,73%,-0.68,-27%,0.46,0.68,-0.82,,,
3300,3.19,4.37,73%,-1.18,-27%,1.39,1.18,-0.52,,,
1318,10.44,14.32,73%,-3.89,-27%,15.10,3.89,1.14,,,
12266,6.72,9.23,73%,-2.51,-27%,6.29,2.51,0.29,,,
1219,10.89,14.95,73%,-4.06,-27%,16.51,4.06,1.25,,,
10496,4.58,6.31,73%,-1.73,-27%,2.98,1.73,-0.19,,,
11984,4.01,5.52,73%,-1.51,-27%,2.28,1.51,-0.33,,,
12804,5.20,7.16,73%,-1.96,-27%,3.85,1.96,-0.05,,,
2804,7.18,9.92,72%,-2.74,-28%,7.49,2.74,0.41,,,
8836,7.73,10.68,72%,-2.95,-28%,8.71,2.95,0.54,,,
575,16.47,22.77,72%,-6.30,-28%,39.66,6.30,2.55,,,
10302,5.34,7.39,72%,-2.05,-28%,4.22,2.05,-0.01,,,
6500,9.86,13.67,72%,-3.80,-28%,14.48,3.80,1.03,,,
1088,13.22,18.33,72%,-5.11,-28%,26.16,5.11,1.81,,,
5716,5.35,7.43,72%,-2.07,-28%,4.30,2.07,-0.01,,,
7951,6.22,8.64,72%,-2.42,-28%,5.85,2.42,0.20,,,
3187,5.96,8.28,72%,-2.32,-28%,5.37,2.32,0.14,,,
4401,4.66,6.47,72%,-1.82,-28%,3.30,1.82,-0.17,,,
7316,6.59,9.17,72%,-2.57,-28%,6.62,2.57,0.28,,,
5591,4.80,6.67,72%,-1.87,-28%,3.51,1.87,-0.13,,,
7914,2.66,3.71,72%,-1.05,-28%,1.10,1.05,-0.63,,,
1409,6.32,8.84,72%,-2.52,-28%,6.33,2.52,0.23,,,
5106,3.34,4.67,71%,-1.33,-29%,1.77,1.33,-0.47,,,
1156,45.43,63.64,71%,-18.21,-29%,331.60,18.21,9.37,,,
2417,6.61,9.27,71%,-2.65,-29%,7.05,2.65,0.30,,,
8771,5.11,7.16,71%,-2.05,-29%,4.21,2.05,-0.05,,,
10582,2.95,4.14,71%,-1.19,-29%,1.41,1.19,-0.56,,,
8997,10.08,14.16,71%,-4.09,-29%,16.69,4.09,1.12,,,
1716,7.22,10.15,71%,-2.93,-29%,8.60,2.93,0.45,,,
175,5.62,7.92,71%,-2.29,-29%,5.27,2.29,0.07,,,
2997,10.25,14.49,71%,-4.24,-29%,18.00,4.24,1.17,,,
555,3.39,4.80,71%,-1.41,-29%,1.98,1.41,-0.45,,,
1522,12.58,17.81,71%,-5.23,-29%,27.33,5.23,1.72,,,
1427,56.05,79.34,71%,-23.30,-29%,542.86,23.30,11.99,,,
10288,5.50,7.79,71%,-2.29,-29%,5.23,2.29,0.05,,,
12976,27.45,38.87,71%,-11.41,-29%,130.30,11.41,5.24,,,
11633,6.72,9.53,71%,-2.81,-29%,7.88,2.81,0.34,,,
9351,6.03,8.58,70%,-2.54,-30%,6.47,2.54,0.18,,,
2318,5.98,8.51,70%,-2.53,-30%,6.39,2.53,0.17,,,
1917,5.38,7.66,70%,-2.28,-30%,5.18,2.28,0.03,,,
8507,5.59,7.98,70%,-2.39,-30%,5.73,2.39,0.09,,,
9758,3.36,4.80,70%,-1.44,-30%,2.08,1.44,-0.45,,,
1898,16.58,23.72,70%,-7.14,-30%,51.03,7.14,2.71,,,
5529,3.42,4.90,70%,-1.47,-30%,2.17,1.47,-0.43,,,
11539,6.61,9.50,70%,-2.88,-30%,8.32,2.88,0.34,,,
8431,3.29,4.73,70%,-1.44,-30%,2.07,1.44,-0.46,,,
9562,8.46,12.16,70%,-3.69,-30%,13.64,3.69,0.78,,,
8565,6.56,9.43,70%,-2.87,-30%,8.22,2.87,0.33,,,
282,4.80,6.90,70%,-2.10,-30%,4.41,2.10,-0.10,,,
1995,4.80,6.90,70%,-2.10,-30%,4.42,2.10,-0.10,,,
13046,9.93,14.29,69%,-4.36,-31%,19.01,4.36,1.14,,,
6069,3.06,4.40,69%,-1.35,-31%,1.81,1.35,-0.51,,,
10207,7.36,10.61,69%,-3.25,-31%,10.55,3.25,0.52,,,
408,5.61,8.08,69%,-2.48,-31%,6.13,2.48,0.10,,,
2380,9.91,14.29,69%,-4.38,-31%,19.21,4.38,1.14,,,
7997,7.51,10.84,69%,-3.33,-31%,11.07,3.33,0.56,,,
12193,2.41,3.48,69%,-1.07,-31%,1.14,1.07,-0.67,,,
7181,9.14,13.21,69%,-4.07,-31%,16.55,4.07,0.96,,,
7582,5.91,8.54,69%,-2.63,-31%,6.93,2.63,0.18,,,
11880,19.62,28.42,69%,-8.79,-31%,77.35,8.79,3.50,,,
11492,3.56,5.16,69%,-1.60,-31%,2.56,1.60,-0.39,,,
10429,5.73,8.31,69%,-2.58,-31%,6.68,2.58,0.14,,,
914,2.69,3.91,69%,-1.22,-31%,1.49,1.22,-0.59,,,
12381,2.10,3.06,69%,-0.95,-31%,0.91,0.95,-0.74,,,
996,16.47,23.95,69%,-7.48,-31%,55.98,7.48,2.75,,,
2252,6.63,9.66,69%,-3.03,-31%,9.18,3.03,0.37,,,
10329,2.91,4.24,69%,-1.33,-31%,1.77,1.33,-0.54,,,
9168,4.76,6.93,69%,-2.18,-31%,4.74,2.18,-0.09,,,
6396,15.30,22.31,69%,-7.01,-31%,49.09,7.01,2.48,,,
10049,5.23,7.62,69%,-2.39,-31%,5.73,2.39,0.03,,,
3277,5.18,7.56,69%,-2.38,-31%,5.64,2.38,0.01,,,
7351,5.38,7.85,69%,-2.47,-31%,6.09,2.47,0.06,,,
4150,7.52,10.97,68%,-3.46,-32%,11.95,3.46,0.58,,,
10933,3.38,4.93,68%,-1.55,-32%,2.41,1.55,-0.42,,,
6699,3.55,5.19,68%,-1.64,-32%,2.70,1.64,-0.38,,,
12427,4.96,7.26,68%,-2.30,-32%,5.28,2.30,-0.03,,,
11099,4.06,5.95,68%,-1.88,-32%,3.55,1.88,-0.25,,,
6751,6.76,9.89,68%,-3.13,-32%,9.81,3.13,0.40,,,
10346,5.00,7.33,68%,-2.32,-32%,5.39,2.32,-0.02,,,
8606,28.70,42.02,68%,-13.32,-32%,177.39,13.32,5.77,,,
676,5.09,7.46,68%,-2.37,-32%,5.61,2.37,0.00,,,
690,6.00,8.81,68%,-2.80,-32%,7.85,2.80,0.22,,,
983,1.88,2.76,68%,-0.88,-32%,0.77,0.88,-0.79,,,
9891,5.00,7.36,68%,-2.35,-32%,5.55,2.35,-0.02,,,
2987,9.85,14.49,68%,-4.64,-32%,21.55,4.64,1.17,,,
7185,4.40,6.47,68%,-2.07,-32%,4.30,2.07,-0.17,,,
5352,7.30,10.74,68%,-3.44,-32%,11.85,3.44,0.55,,,
13120,27.33,40.25,68%,-12.92,-32%,166.86,12.92,5.47,,,
7639,6.71,9.89,68%,-3.17,-32%,10.08,3.17,0.40,,,
1746,5.29,7.79,68%,-2.50,-32%,6.26,2.50,0.05,,,
11016,2.45,3.61,68%,-1.16,-32%,1.35,1.16,-0.64,,,
8253,4.55,6.70,68%,-2.16,-32%,4.65,2.16,-0.13,,,
11367,9.47,13.96,68%,-4.49,-32%,20.20,4.49,1.08,,,
10965,3.88,5.72,68%,-1.84,-32%,3.39,1.84,-0.29,,,
12098,8.23,12.16,68%,-3.93,-32%,15.44,3.93,0.78,,,
12989,36.91,54.67,68%,-17.76,-32%,315.51,17.76,7.88,,,
9997,6.60,9.79,67%,-3.19,-33%,10.19,3.19,0.39,,,
670,5.40,8.02,67%,-2.61,-33%,6.84,2.61,0.09,,,
9930,12.08,17.94,67%,-5.86,-33%,34.31,5.86,1.75,,,
1274,1.92,2.86,67%,-0.93,-33%,0.87,0.93,-0.77,,,
11860,6.61,9.82,67%,-3.22,-33%,10.34,3.22,0.39,,,
12123,5.45,8.12,67%,-2.67,-33%,7.13,2.67,0.11,,,
8955,14.49,21.62,67%,-7.13,-33%,50.86,7.13,2.36,,,
9992,16.32,24.41,67%,-8.09,-33%,65.44,8.09,2.83,,,
5045,6.35,9.50,67%,-3.15,-33%,9.90,3.15,0.34,,,
479,4.30,6.44,67%,-2.14,-33%,4.59,2.14,-0.17,,,
1341,8.37,12.55,67%,-4.18,-33%,17.49,4.18,0.85,,,
12914,4.35,6.54,67%,-2.18,-33%,4.77,2.18,-0.16,,,
2452,6.47,9.73,67%,-3.25,-33%,10.58,3.25,0.38,,,
11603,6.01,9.04,66%,-3.03,-34%,9.16,3.03,0.26,,,
7832,3.42,5.16,66%,-1.73,-34%,3.01,1.73,-0.39,,,
4053,5.21,7.85,66%,-2.64,-34%,6.99,2.64,0.06,,,
4482,49.62,74.97,66%,-25.35,-34%,642.74,25.35,11.26,,,
7341,4.52,6.83,66%,-2.32,-34%,5.38,2.32,-0.11,,,
6197,7.59,11.50,66%,-3.91,-34%,15.26,3.91,0.67,,,
4330,5.02,7.62,66%,-2.60,-34%,6.75,2.60,0.03,,,
3392,6.88,10.45,66%,-3.57,-34%,12.73,3.57,0.50,,,
4634,28.64,43.50,66%,-14.86,-34%,220.83,14.86,6.01,,,
3680,7.46,11.33,66%,-3.87,-34%,15.01,3.87,0.64,,,
9946,59.84,90.94,66%,-31.10,-34%,967.35,31.10,13.93,,,
12548,4.67,7.10,66%,-2.43,-34%,5.91,2.43,-0.06,,,
10766,7.60,11.56,66%,-3.97,-34%,15.75,3.97,0.68,,,
959,10.53,16.07,66%,-5.53,-34%,30.61,5.53,1.43,,,
768,6.81,10.41,65%,-3.60,-35%,12.96,3.60,0.49,,,
1245,8.40,12.85,65%,-4.44,-35%,19.76,4.44,0.90,,,
8185,1.76,2.69,65%,-0.93,-35%,0.87,0.93,-0.80,,,
134,63.32,97.09,65%,-33.77,-35%,"1,140.11",33.77,14.95,,,
4792,11.29,17.31,65%,-6.02,-35%,36.30,6.02,1.64,,,
533,6.49,9.96,65%,-3.47,-35%,12.03,3.47,0.41,,,
6026,7.93,12.22,65%,-4.29,-35%,18.43,4.29,0.79,,,
12494,5.64,8.71,65%,-3.06,-35%,9.37,3.06,0.21,,,
12508,5.42,8.38,65%,-2.96,-35%,8.75,2.96,0.15,,,
2426,9.60,14.85,65%,-5.25,-35%,27.57,5.25,1.23,,,
6422,4.33,6.70,65%,-2.38,-35%,5.65,2.38,-0.13,,,
3168,13.04,20.24,64%,-7.20,-36%,51.82,7.20,2.13,,,
12383,6.17,9.59,64%,-3.43,-36%,11.74,3.43,0.35,,,
2823,14.55,22.64,64%,-8.09,-36%,65.48,8.09,2.53,,,
13035,3.63,5.65,64%,-2.02,-36%,4.09,2.02,-0.30,,,
4,4.59,7.16,64%,-2.57,-36%,6.61,2.57,-0.05,,,
6036,4.95,7.72,64%,-2.77,-36%,7.70,2.77,0.04,,,
3052,7.30,11.40,64%,-4.10,-36%,16.84,4.10,0.66,,,
11638,50.80,79.38,64%,-28.58,-36%,816.65,28.58,12.00,,,
11158,7.15,11.17,64%,-4.02,-36%,16.18,4.02,0.62,,,
1094,6.34,9.92,64%,-3.58,-36%,12.84,3.58,0.41,,,
5298,6.33,9.92,64%,-3.59,-36%,12.91,3.59,0.41,,,
12593,5.32,8.35,64%,-3.02,-36%,9.13,3.02,0.15,,,
9747,5.38,8.44,64%,-3.07,-36%,9.40,3.07,0.16,,,
5434,9.10,14.29,64%,-5.19,-36%,26.93,5.19,1.14,,,
5942,12.62,19.81,64%,-7.20,-36%,51.78,7.20,2.06,,,
9071,7.40,11.63,64%,-4.23,-36%,17.86,4.23,0.69,,,
5210,2.49,3.91,64%,-1.42,-36%,2.02,1.42,-0.59,,,
9672,6.02,9.46,64%,-3.44,-36%,11.85,3.44,0.33,,,
9125,7.85,12.35,64%,-4.50,-36%,20.25,4.50,0.81,,,
3713,5.68,8.94,64%,-3.26,-36%,10.61,3.26,0.24,,,
7856,4.40,6.93,64%,-2.53,-36%,6.39,2.53,-0.09,,,
6854,2.61,4.11,63%,-1.50,-37%,2.25,1.50,-0.56,,,
1204,1.90,2.99,63%,-1.09,-37%,1.19,1.09,-0.75,,,
3196,3.10,4.90,63%,-1.80,-37%,3.24,1.80,-0.43,,,
12432,5.67,8.97,63%,-3.30,-37%,10.91,3.30,0.25,,,
7,1.48,2.37,63%,-0.88,-37%,0.78,0.88,-0.85,,,
11926,2.29,3.65,63%,-1.36,-37%,1.85,1.36,-0.64,,,
7882,3.33,5.32,63%,-1.99,-37%,3.95,1.99,-0.36,,,
8145,4.05,6.47,63%,-2.42,-37%,5.85,2.42,-0.17,,,
4697,15.69,25.10,63%,-9.41,-37%,88.51,9.41,2.94,,,
8865,9.75,15.61,63%,-5.85,-37%,34.24,5.85,1.36,,,
5810,5.21,8.35,62%,-3.14,-38%,9.83,3.14,0.15,,,
5129,5.36,8.61,62%,-3.25,-38%,10.55,3.25,0.19,,,
12963,4.89,7.89,62%,-2.99,-38%,8.96,2.99,0.07,,,
8034,8.05,12.98,62%,-4.93,-38%,24.27,4.93,0.92,,,
9642,3.28,5.29,62%,-2.01,-38%,4.04,2.01,-0.36,,,
8810,3.85,6.21,62%,-2.36,-38%,5.58,2.36,-0.21,,,
12470,4.30,6.97,62%,-2.67,-38%,7.12,2.67,-0.08,,,
11243,6.52,10.58,62%,-4.06,-38%,16.47,4.06,0.52,,,
3760,5.36,8.71,62%,-3.35,-38%,11.19,3.35,0.21,,,
4996,2.95,4.80,61%,-1.85,-39%,3.42,1.85,-0.45,,,
4723,4.30,7.00,61%,-2.70,-39%,7.30,2.70,-0.08,,,
1435,2.96,4.83,61%,-1.87,-39%,3.48,1.87,-0.44,,,
6306,4.77,7.79,61%,-3.01,-39%,9.08,3.01,0.05,,,
7561,2.70,4.40,61%,-1.70,-39%,2.91,1.70,-0.51,,,
7425,11.06,18.07,61%,-7.01,-39%,49.09,7.01,1.77,,,
365,5.68,9.33,61%,-3.65,-39%,13.32,3.65,0.31,,,
9267,2.13,3.52,61%,-1.38,-39%,1.92,1.38,-0.66,,,
2983,8.88,14.65,61%,-5.77,-39%,33.33,5.77,1.20,,,
1603,5.42,8.97,60%,-3.55,-40%,12.60,3.55,0.25,,,
11915,4.15,6.90,60%,-2.75,-40%,7.54,2.75,-0.10,,,
6614,2.28,3.78,60%,-1.50,-40%,2.26,1.50,-0.62,,,
7543,19.43,32.26,60%,-12.84,-40%,164.79,12.84,4.14,,,
3992,2.81,4.67,60%,-1.86,-40%,3.45,1.86,-0.47,,,
8072,5.63,9.36,60%,-3.74,-40%,13.96,3.74,0.32,,,
9533,2.07,3.45,60%,-1.38,-40%,1.91,1.38,-0.67,,,
6139,4.25,7.10,60%,-2.84,-40%,8.08,2.84,-0.06,,,
5550,8.11,13.54,60%,-5.42,-40%,29.42,5.42,1.01,,,
2883,7.91,13.21,60%,-5.29,-40%,28.03,5.29,0.96,,,
11891,5.69,9.50,60%,-3.81,-40%,14.50,3.81,0.34,,,
4580,5.80,9.69,60%,-3.89,-40%,15.14,3.89,0.37,,,
2320,4.87,8.15,60%,-3.28,-40%,10.76,3.28,0.11,,,
5192,9.16,15.41,59%,-6.24,-41%,38.99,6.24,1.32,,,
9795,10.16,17.08,59%,-6.93,-41%,48.00,6.93,1.60,,,
1063,5.35,9.04,59%,-3.68,-41%,13.57,3.68,0.26,,,
6152,3.15,5.32,59%,-2.17,-41%,4.71,2.17,-0.36,,,
8984,3.25,5.49,59%,-2.24,-41%,5.01,2.24,-0.33,,,
831,6.41,10.84,59%,-4.44,-41%,19.68,4.44,0.56,,,
8177,4.62,7.82,59%,-3.20,-41%,10.25,3.20,0.06,,,
1735,4.35,7.36,59%,-3.01,-41%,9.08,3.01,-0.02,,,
8593,5.08,8.61,59%,-3.53,-41%,12.44,3.53,0.19,,,
11541,7.29,12.35,59%,-5.06,-41%,25.63,5.06,0.81,,,
4185,21.76,36.99,59%,-15.24,-41%,232.18,15.24,4.93,,,
903,6.07,10.32,59%,-4.25,-41%,18.06,4.25,0.47,,,
10740,8.61,14.75,58%,-6.14,-42%,37.67,6.14,1.22,,,
7521,5.02,8.61,58%,-3.59,-42%,12.86,3.59,0.19,,,
2430,4.25,7.33,58%,-3.07,-42%,9.44,3.07,-0.02,,,
6284,4.63,7.98,58%,-3.36,-42%,11.26,3.36,0.09,,,
5796,4.35,7.52,58%,-3.17,-42%,10.06,3.17,0.01,,,
11178,5.38,9.30,58%,-3.92,-42%,15.37,3.92,0.30,,,
2280,7.27,12.58,58%,-5.31,-42%,28.21,5.31,0.85,,,
11819,4.64,8.05,58%,-3.41,-42%,11.61,3.41,0.10,,,
12843,2.46,4.27,58%,-1.81,-42%,3.29,1.81,-0.53,,,
229,6.33,11.01,58%,-4.68,-42%,21.88,4.68,0.59,,,
12575,7.95,13.86,57%,-5.92,-43%,35.00,5.92,1.07,,,
5802,4.40,7.69,57%,-3.29,-43%,10.83,3.29,0.04,,,
10193,21.73,38.18,57%,-16.45,-43%,270.64,16.45,5.12,,,
10877,3.69,6.51,57%,-2.81,-43%,7.92,2.81,-0.16,,,
6435,6.37,11.24,57%,-4.86,-43%,23.66,4.86,0.63,,,
10035,11.15,19.78,56%,-8.63,-44%,74.54,8.63,2.05,,,
3883,4.40,7.82,56%,-3.42,-44%,11.67,3.42,0.06,,,
4537,5.98,10.61,56%,-4.64,-44%,21.50,4.64,0.52,,,
3797,5.08,9.04,56%,-3.96,-44%,15.65,3.96,0.26,,,
12529,4.26,7.59,56%,-3.33,-44%,11.07,3.33,0.02,,,
9526,4.85,8.64,56%,-3.79,-44%,14.39,3.79,0.20,,,
10340,4.09,7.33,56%,-3.23,-44%,10.46,3.23,-0.02,,,
6808,4.04,7.26,56%,-3.22,-44%,10.37,3.22,-0.03,,,
3380,2.31,4.17,55%,-1.86,-45%,3.47,1.86,-0.55,,,
10189,6.01,10.87,55%,-4.86,-45%,23.65,4.86,0.57,,,
6846,6.70,12.12,55%,-5.42,-45%,29.42,5.42,0.78,,,
3796,8.24,14.98,55%,-6.74,-45%,45.47,6.74,1.25,,,
5196,4.00,7.29,55%,-3.29,-45%,10.82,3.29,-0.03,,,
9783,1.93,3.52,55%,-1.59,-45%,2.52,1.59,-0.66,,,
12884,5.96,10.91,55%,-4.95,-45%,24.48,4.95,0.57,,,
11130,2.42,4.44,55%,-2.02,-45%,4.07,2.02,-0.51,,,
3577,3.97,7.29,54%,-3.32,-46%,11.02,3.32,-0.03,,,
4208,3.51,6.44,54%,-2.93,-46%,8.59,2.93,-0.17,,,
9728,5.67,10.48,54%,-4.81,-46%,23.13,4.81,0.50,,,
11553,4.34,8.05,54%,-3.71,-46%,13.75,3.71,0.10,,,
10245,4.85,9.00,54%,-4.15,-46%,17.22,4.15,0.26,,,
12842,5.67,10.55,54%,-4.87,-46%,23.74,4.87,0.51,,,
9800,4.15,7.72,54%,-3.57,-46%,12.74,3.57,0.04,,,
9535,6.23,11.60,54%,-5.37,-46%,28.84,5.37,0.69,,,
4441,4.91,9.17,54%,-4.26,-46%,18.13,4.26,0.28,,,
2437,3.88,7.26,53%,-3.38,-47%,11.42,3.38,-0.03,,,
7999,3.64,6.83,53%,-3.19,-47%,10.20,3.19,-0.11,,,
9949,5.61,10.55,53%,-4.93,-47%,24.33,4.93,0.51,,,
4221,4.19,7.92,53%,-3.72,-47%,13.87,3.72,0.07,,,
10116,5.66,10.71,53%,-5.05,-47%,25.54,5.05,0.54,,,
8732,16.85,31.97,53%,-15.12,-47%,228.53,15.12,4.09,,,
4585,2.80,5.32,53%,-2.52,-47%,6.35,2.52,-0.36,,,
4855,8.00,15.21,53%,-7.21,-47%,51.95,7.21,1.29,,,
5099,10.35,19.78,52%,-9.43,-48%,88.93,9.43,2.05,,,
551,6.96,13.31,52%,-6.35,-48%,40.34,6.35,0.97,,,
10485,4.55,8.71,52%,-4.16,-48%,17.31,4.16,0.21,,,
11293,4.38,8.41,52%,-4.03,-48%,16.26,4.03,0.16,,,
9211,2.26,4.34,52%,-2.08,-48%,4.33,2.08,-0.52,,,
3844,2.90,5.59,52%,-2.69,-48%,7.23,2.69,-0.31,,,
3332,2.74,5.29,52%,-2.55,-48%,6.51,2.55,-0.36,,,
7465,5.93,11.47,52%,-5.54,-48%,30.67,5.54,0.67,,,
8111,13.21,25.86,51%,-12.65,-49%,159.96,12.65,3.07,,,
12011,22.95,45.11,51%,-22.16,-49%,490.91,22.16,6.28,,,
10314,21.04,41.40,51%,-20.36,-49%,414.33,20.36,5.66,,,
530,3.77,7.46,51%,-3.68,-49%,13.58,3.68,0.00,,,
2629,2.59,5.13,50%,-2.54,-50%,6.44,2.54,-0.39,,,
5635,5.15,10.22,50%,-5.06,-50%,25.65,5.06,0.46,,,
3840,3.11,6.18,50%,-3.07,-50%,9.42,3.07,-0.22,,,
9815,5.11,10.19,50%,-5.08,-50%,25.79,5.08,0.45,,,
6617,7.90,15.87,50%,-7.96,-50%,63.43,7.96,1.40,,,
4860,7.10,14.26,50%,-7.16,-50%,51.21,7.16,1.13,,,
301,3.72,7.49,50%,-3.77,-50%,14.21,3.77,0.00,,,
1300,3.30,6.64,50%,-3.34,-50%,11.16,3.34,-0.14,,,
12741,6.25,12.65,49%,-6.40,-51%,40.90,6.40,0.86,,,
7804,26.58,53.91,49%,-27.34,-51%,747.31,27.34,7.75,,,
9138,2.35,4.76,49%,-2.42,-51%,5.84,2.42,-0.45,,,
2923,4.40,8.94,49%,-4.54,-51%,20.59,4.54,0.24,,,
7715,4.29,8.74,49%,-4.45,-51%,19.79,4.45,0.21,,,
9079,11.61,23.66,49%,-12.05,-51%,145.12,12.05,2.70,,,
2635,2.51,5.13,49%,-2.62,-51%,6.86,2.62,-0.39,,,
3268,5.84,11.99,49%,-6.15,-51%,37.88,6.15,0.75,,,
4120,6.27,12.88,49%,-6.61,-51%,43.71,6.61,0.90,,,
2406,4.54,9.33,49%,-4.79,-51%,22.96,4.79,0.31,,,
1436,13.80,28.39,49%,-14.58,-51%,212.65,14.58,3.49,,,
9402,2.64,5.42,49%,-2.79,-51%,7.76,2.79,-0.34,,,
8326,4.41,9.10,49%,-4.69,-51%,21.97,4.69,0.27,,,
7802,3.88,8.08,48%,-4.20,-52%,17.66,4.20,0.10,,,
589,2.06,4.30,48%,-2.24,-52%,5.03,2.24,-0.53,,,
9931,2.98,6.28,48%,-3.29,-52%,10.85,3.29,-0.20,,,
2934,11.67,24.58,47%,-12.90,-53%,166.49,12.90,2.85,,,
12247,11.71,24.67,47%,-12.97,-53%,168.15,12.97,2.87,,,
3514,3.72,7.85,47%,-4.13,-53%,17.04,4.13,0.06,,,
4595,18.09,38.18,47%,-20.09,-53%,403.47,20.09,5.12,,,
5315,5.31,11.27,47%,-5.96,-53%,35.50,5.96,0.63,,,
6463,16.44,35.22,47%,-18.78,-53%,352.70,18.78,4.63,,,
218,4.49,9.69,46%,-5.20,-54%,27.09,5.20,0.37,,,
6085,5.48,11.83,46%,-6.35,-54%,40.35,6.35,0.73,,,
8120,3.69,8.02,46%,-4.32,-54%,18.68,4.32,0.09,,,
6193,7.19,15.80,46%,-8.61,-54%,74.12,8.61,1.39,,,
7685,4.91,10.84,45%,-5.93,-55%,35.19,5.93,0.56,,,
2753,1.97,4.37,45%,-2.40,-55%,5.76,2.40,-0.52,,,
9924,4.86,10.81,45%,-5.95,-55%,35.35,5.95,0.56,,,
11548,6.49,14.52,45%,-8.03,-55%,64.47,8.03,1.18,,,
1259,3.60,8.08,44%,-4.49,-56%,20.13,4.49,0.10,,,
6562,3.38,7.62,44%,-4.24,-56%,17.97,4.24,0.03,,,
3025,3.96,8.97,44%,-5.01,-56%,25.13,5.01,0.25,,,
12185,1.93,4.44,44%,-2.51,-56%,6.28,2.51,-0.51,,,
13119,3.78,8.71,43%,-4.93,-57%,24.30,4.93,0.21,,,
2777,4.99,11.70,43%,-6.71,-57%,45.00,6.71,0.71,,,
7504,6.16,14.46,43%,-8.30,-57%,68.82,8.30,1.17,,,
9619,1.93,4.57,42%,-2.63,-58%,6.93,2.63,-0.48,,,
1126,4.31,10.32,42%,-6.01,-58%,36.09,6.01,0.47,,,
11780,4.43,10.61,42%,-6.18,-58%,38.23,6.18,0.52,,,
12447,3.15,7.62,41%,-4.47,-59%,19.99,4.47,0.03,,,
8128,3.86,9.36,41%,-5.50,-59%,30.28,5.50,0.32,,,
1256,14.14,34.30,41%,-20.16,-59%,406.62,20.16,4.48,,,
10763,15.33,37.26,41%,-21.93,-59%,480.97,21.93,4.97,,,
7721,6.52,16.07,41%,-9.54,-59%,91.04,9.54,1.43,,,
11651,5.40,13.31,41%,-7.91,-59%,62.53,7.91,0.97,,,
9603,4.90,12.16,40%,-7.25,-60%,52.61,7.25,0.78,,,
5706,5.50,13.83,40%,-8.33,-60%,69.35,8.33,1.06,,,
5821,1.33,3.35,40%,-2.02,-60%,4.07,2.02,-0.69,,,
7780,3.19,8.08,39%,-4.89,-61%,23.91,4.89,0.10,,,
10525,3.62,9.23,39%,-5.61,-61%,31.47,5.61,0.29,,,
3458,3.56,9.13,39%,-5.57,-61%,31.04,5.57,0.28,,,
1424,4.00,10.35,39%,-6.35,-61%,40.35,6.35,0.48,,,
3776,5.47,14.26,38%,-8.79,-62%,77.23,8.79,1.13,,,
9244,4.05,10.78,38%,-6.72,-62%,45.19,6.72,0.55,,,
6832,3.63,9.66,38%,-6.03,-62%,36.33,6.03,0.37,,,
8659,10.77,29.24,37%,-18.47,-63%,341.08,18.47,3.63,,,
2165,5.19,14.23,37%,-9.03,-63%,81.59,9.03,1.13,,,
12801,5.63,15.64,36%,-10.01,-64%,100.21,10.01,1.36,,,
7033,8.10,22.60,36%,-14.50,-64%,210.30,14.50,2.53,,,
767,3.28,9.20,36%,-5.92,-64%,35.09,5.92,0.29,,,
12592,12.66,35.68,35%,-23.02,-65%,529.78,23.02,4.71,,,
12968,3.47,9.79,35%,-6.32,-65%,39.94,6.32,0.39,,,
11607,3.86,10.91,35%,-7.05,-65%,49.72,7.05,0.57,,,
7988,11.13,31.67,35%,-20.54,-65%,421.99,20.54,4.04,,,
3792,4.42,12.85,34%,-8.42,-66%,70.97,8.42,0.90,,,
7314,3.12,9.17,34%,-6.05,-66%,36.55,6.05,0.28,,,
5176,27.67,83.48,33%,-55.82,-67%,"3,115.62",55.82,12.68,,,
7875,5.56,16.95,33%,-11.39,-67%,129.84,11.39,1.58,,,
11577,3.14,9.59,33%,-6.46,-67%,41.70,6.46,0.35,,,
772,4.07,12.48,33%,-8.42,-67%,70.85,8.42,0.84,,,
12290,4.70,14.55,32%,-9.85,-68%,97.10,9.85,1.18,,,
10616,4.13,12.81,32%,-8.69,-68%,75.45,8.69,0.89,,,
2488,2.54,8.02,32%,-5.47,-68%,29.95,5.47,0.09,,,
7766,2.28,7.59,30%,-5.31,-70%,28.23,5.31,0.02,,,
890,2.70,9.17,29%,-6.47,-71%,41.82,6.47,0.28,,,
870,2.99,10.38,29%,-7.40,-71%,54.69,7.40,0.49,,,
6432,3.13,10.87,29%,-7.75,-71%,60.01,7.75,0.57,,,
6415,3.63,12.88,28%,-9.24,-72%,85.47,9.24,0.90,,,
1566,2.54,9.04,28%,-6.49,-72%,42.12,6.49,0.26,,,
13113,9.53,34.00,28%,-24.47,-72%,599.01,24.47,4.43,,,
6252,3.23,11.70,28%,-8.47,-72%,71.70,8.47,0.71,,,
10988,8.94,32.62,27%,-23.68,-73%,560.94,23.68,4.20,,,
12779,6.08,22.67,27%,-16.59,-73%,275.12,16.59,2.54,,,
5098,18.31,69.32,26%,-51.01,-74%,"2,602.30",51.01,10.32,,,
4793,4.01,15.51,26%,-11.50,-74%,132.19,11.50,1.34,,,
6728,3.33,12.94,26%,-9.62,-74%,92.49,9.62,0.91,,,
5454,12.41,49.41,25%,-37.00,-75%,"1,368.92",37.00,7.00,,,
